2018-01-06 10:14:35 INFO  Utils:30 - generateUUID
2018-01-07 02:12:24 INFO  Utils:96 - Creating ShoppingCartService
2018-01-07 02:12:24 INFO  Utils:99 - Creating a shopping cart for user
2018-01-07 02:12:24 INFO  Utils:103 - Get shopping cart id as f88a720c-b812-404a-944f-5bdfc0d6f580
2018-01-07 02:12:24 INFO  Utils:105 - Adding order to the shopping cart
2018-01-07 02:12:24 INFO  Utils:108 - Shopping cart total amount : 39.99
2018-01-07 02:14:01 INFO  Utils:29 - -------------------------------------------------------------------------------------------
2018-01-07 02:14:01 INFO  Utils:30 - Starting the Shopping Cart Application
2018-01-07 02:14:01 INFO  Utils:31 - -------------------------------------------------------------------------------------------
2018-01-07 02:14:01 INFO  Utils:37 - Creating UserService
2018-01-07 02:14:01 INFO  Utils:44 - [{"userId":8261315234655194053,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"hour":2,"minute":14,"nano":922000000,"second":1,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"userId":4115856041806350521,"userEmailId":"mary@gmail.com","userName":"MARY ROE","shippingAddresses":[{"street":"MEGASYSTEMS INC SUITE 5A-1204","city":"TUCSON","state":"AZ","country":"USA","zipcode":"85705"}],"userState":"ACTIVE","createdOn":{"hour":2,"minute":14,"nano":923000000,"second":1,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 02:14:02 INFO  Utils:46 - Get the user by email Id john@gmail.com
2018-01-07 02:14:02 INFO  Utils:52 - {"userId":8261315234655194053,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"hour":2,"minute":14,"nano":922000000,"second":1,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:14:02 INFO  Utils:55 - User ID 8261315234655194053
2018-01-07 02:14:02 INFO  Utils:57 - Creating ProductInfoService
2018-01-07 02:14:02 INFO  Utils:64 - [{"code":"853b35ac-0eb9-4763-8b56-1578613064bf","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"hour":2,"minute":14,"nano":257000000,"second":2,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"a523e854-4b7c-420e-8eb4-d0202ebea1c3","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","creadtedOn":{"hour":2,"minute":14,"nano":258000000,"second":2,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"af33997e-3b15-4921-b613-b44a85e15be4","name":"Killer Deo","price":150.56,"description":"Killer Deo is a body Deodrant.","manufacturer":"Killer Ltd.","creadtedOn":{"hour":2,"minute":14,"nano":258000000,"second":2,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 02:14:02 INFO  Utils:66 - Get the product info by name as Dove Soap
2018-01-07 02:14:02 INFO  Utils:73 - {"code":"853b35ac-0eb9-4763-8b56-1578613064bf","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"hour":2,"minute":14,"nano":257000000,"second":2,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:14:02 INFO  Utils:75 - Creating doveSoapProduct
2018-01-07 02:14:02 INFO  Utils:78 - Creating OrderService
2018-01-07 02:14:02 INFO  Utils:81 - Creating an order for user
2018-01-07 02:14:02 INFO  Utils:85 - Get order id as e54dbb3c-3e02-4d0f-b531-a4a305f65058
2018-01-07 02:14:02 INFO  Utils:87 - Adding 5 dove soap products in the order
2018-01-07 02:14:02 INFO  Utils:94 - [{"product":{"code":"853b35ac-0eb9-4763-8b56-1578613064bf","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"hour":2,"minute":14,"nano":257000000,"second":2,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}},"quantity":5}]
2018-01-07 02:14:02 INFO  Utils:96 - Creating ShoppingCartService
2018-01-07 02:14:02 INFO  Utils:99 - Creating a shopping cart for user
2018-01-07 02:14:02 INFO  Utils:103 - Get shopping cart id as c6a10b97-d305-495e-a4a8-5d369fecf34b
2018-01-07 02:14:02 INFO  Utils:105 - Adding order to the shopping cart
2018-01-07 02:14:02 INFO  Utils:108 - Shopping cart total amount : 199.95
2018-01-07 02:15:56 INFO  Utils:29 - -------------------------------------------------------------------------------------------
2018-01-07 02:15:56 INFO  Utils:30 - Starting the Shopping Cart Application
2018-01-07 02:15:56 INFO  Utils:31 - -------------------------------------------------------------------------------------------
2018-01-07 02:15:56 INFO  Utils:37 - Creating UserService
2018-01-07 02:15:56 INFO  Utils:44 - [{"userId":5430452804563124626,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"hour":2,"minute":15,"nano":402000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"userId":1670151446935127932,"userEmailId":"mary@gmail.com","userName":"MARY ROE","shippingAddresses":[{"street":"MEGASYSTEMS INC SUITE 5A-1204","city":"TUCSON","state":"AZ","country":"USA","zipcode":"85705"}],"userState":"ACTIVE","createdOn":{"hour":2,"minute":15,"nano":403000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 02:15:56 INFO  Utils:46 - Get the user by email Id john@gmail.com
2018-01-07 02:15:56 INFO  Utils:52 - {"userId":5430452804563124626,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"hour":2,"minute":15,"nano":402000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:15:56 INFO  Utils:55 - User ID 5430452804563124626
2018-01-07 02:15:56 INFO  Utils:57 - Creating ProductInfoService
2018-01-07 02:15:56 INFO  Utils:64 - [{"code":"eea79fd9-c3d5-4701-ac12-589d98025d0d","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"hour":2,"minute":15,"nano":822000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"92524691-110a-4f4d-961f-8567c0da4734","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","creadtedOn":{"hour":2,"minute":15,"nano":822000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"c3569e40-bde3-407b-9100-9a89b32a0904","name":"Killer Deo","price":150.56,"description":"Killer Deo is a body Deodrant.","manufacturer":"Killer Ltd.","creadtedOn":{"hour":2,"minute":15,"nano":822000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 02:15:56 INFO  Utils:66 - Get the product info by name as Dove Soap
2018-01-07 02:15:56 INFO  Utils:73 - {"code":"eea79fd9-c3d5-4701-ac12-589d98025d0d","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"hour":2,"minute":15,"nano":822000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:15:56 INFO  Utils:75 - Creating doveSoapProduct
2018-01-07 02:15:56 INFO  Utils:78 - Creating OrderService
2018-01-07 02:15:56 INFO  Utils:81 - Creating an order for user
2018-01-07 02:15:56 INFO  Utils:85 - Get order id as b42651c0-f5fb-45e4-a098-df98d8f24af7
2018-01-07 02:15:56 INFO  Utils:87 - Adding 5 dove soap products in the order
2018-01-07 02:15:56 INFO  Utils:94 - [{"product":{"code":"eea79fd9-c3d5-4701-ac12-589d98025d0d","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"hour":2,"minute":15,"nano":822000000,"second":56,"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"chronology":{"id":"ISO","calendarType":"iso8601"}}},"quantity":5}]
2018-01-07 02:15:56 INFO  Utils:96 - Creating ShoppingCartService
2018-01-07 02:15:56 INFO  Utils:99 - Creating a shopping cart for user
2018-01-07 02:15:56 INFO  Utils:103 - Get shopping cart id as 91fdb49d-3ecf-4b8b-8482-52a496b24e9e
2018-01-07 02:15:56 INFO  Utils:105 - Adding order to the shopping cart
2018-01-07 02:15:56 INFO  Utils:108 - Shopping cart total amount : 199.95
2018-01-07 02:15:56 INFO  Utils:114 - Shopping cart total amount : 319.92
2018-01-07 02:20:39 INFO  Utils:26 - -------------------------------------------------------------------------------------------
2018-01-07 02:20:39 INFO  Utils:27 - Starting the Shopping Cart Application
2018-01-07 02:20:39 INFO  Utils:28 - -------------------------------------------------------------------------------------------
2018-01-07 02:20:39 INFO  Utils:34 - Creating UserService
2018-01-07 02:20:39 INFO  Utils:41 - [{"userId":7427823816987853278,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":380000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"userId":7170110144722651177,"userEmailId":"mary@gmail.com","userName":"MARY ROE","shippingAddresses":[{"street":"MEGASYSTEMS INC SUITE 5A-1204","city":"TUCSON","state":"AZ","country":"USA","zipcode":"85705"}],"userState":"ACTIVE","createdOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":381000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 02:20:39 INFO  Utils:43 - Get the user by email Id john@gmail.com
2018-01-07 02:20:39 INFO  Utils:49 - {"userId":7427823816987853278,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":380000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:20:39 INFO  Utils:52 - User ID 7427823816987853278
2018-01-07 02:20:39 INFO  Utils:54 - Creating ProductInfoService
2018-01-07 02:20:39 INFO  Utils:61 - [{"code":"c52ff6a3-cea7-4397-9027-240f13b14cb1","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"ee77b08c-346c-4100-87d0-95c01f1373bc","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"bf6ff908-19c8-41df-8306-3e2fb4696e04","name":"Killer Deo","price":150.56,"description":"Killer Deo is a body Deodrant.","manufacturer":"Killer Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 02:20:39 INFO  Utils:63 - Get the product info by name as Dove Soap
2018-01-07 02:20:39 INFO  Utils:70 - {"code":"c52ff6a3-cea7-4397-9027-240f13b14cb1","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:20:39 INFO  Utils:72 - Get the product info by name as Axe Deo
2018-01-07 02:20:39 INFO  Utils:79 - Axe Deo : {"code":"ee77b08c-346c-4100-87d0-95c01f1373bc","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 02:20:39 INFO  Utils:81 - Creating doveSoapProduct
2018-01-07 02:20:39 INFO  Utils:84 - Creating axeDeoProduct
2018-01-07 02:20:39 INFO  Utils:87 - Creating OrderService
2018-01-07 02:20:39 INFO  Utils:90 - Creating an order for user
2018-01-07 02:20:39 INFO  Utils:94 - Get order id as 4ec723ca-5c7a-4404-99d2-551064b0d5b6
2018-01-07 02:20:39 INFO  Utils:96 - Adding 5 dove soap products in the order
2018-01-07 02:20:39 INFO  Utils:103 - [{"product":{"code":"c52ff6a3-cea7-4397-9027-240f13b14cb1","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}},"quantity":2}, {"product":{"code":"ee77b08c-346c-4100-87d0-95c01f1373bc","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":2,"minute":20,"nano":810000000,"second":39,"chronology":{"id":"ISO","calendarType":"iso8601"}}},"quantity":2}]
2018-01-07 02:20:39 INFO  Utils:105 - Creating ShoppingCartService
2018-01-07 02:20:39 INFO  Utils:108 - Creating a shopping cart for user
2018-01-07 02:20:39 INFO  Utils:112 - Get shopping cart id as 3787d7f1-7fbb-4153-9ee6-f2dbe14be142
2018-01-07 02:20:39 INFO  Utils:114 - Adding order to the shopping cart
2018-01-07 02:20:39 INFO  Utils:117 - Shopping cart total amount : 314.95
2018-01-07 12:13:27 INFO  Utils:26 - -------------------------------------------------------------------------------------------
2018-01-07 12:13:27 INFO  Utils:27 - Starting the Shopping Cart Application
2018-01-07 12:13:27 INFO  Utils:28 - -------------------------------------------------------------------------------------------
2018-01-07 12:13:27 INFO  Utils:34 - Creating UserService
2018-01-07 12:13:28 INFO  Utils:41 - All users in system : [{"userId":4112188274555438260,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":858000000,"second":27,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"userId":5101855473153229911,"userEmailId":"mary@gmail.com","userName":"MARY ROE","shippingAddresses":[{"street":"MEGASYSTEMS INC SUITE 5A-1204","city":"TUCSON","state":"AZ","country":"USA","zipcode":"85705"}],"userState":"ACTIVE","createdOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":858000000,"second":27,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 12:13:28 INFO  Utils:43 - Get the user by email Id john@gmail.com
2018-01-07 12:13:28 INFO  Utils:49 - User {"userId":4112188274555438260,"userEmailId":"john@gmail.com","userName":"JOHN SMITH","shippingAddresses":[{"street":"100 MAIN ST PO BOX 1022","city":"SEATTLE","state":"WA","country":"USA","zipcode":"98104"}],"userState":"ACTIVE","createdOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":858000000,"second":27,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 12:13:28 INFO  Utils:52 - User ID 4112188274555438260
2018-01-07 12:13:28 INFO  Utils:54 - Creating ProductInfoService
2018-01-07 12:13:28 INFO  Utils:61 - All products in system : [{"code":"c88a1b4f-a0fd-458f-a235-b331a4d086a2","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"7df5417f-c51a-42c7-9025-f1258682c858","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}}, {"code":"2ed1262f-9c65-44b0-aaaf-ba1e0b54cdda","name":"Killer Deo","price":150.56,"description":"Killer Deo is a body Deodrant.","manufacturer":"Killer Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}}]
2018-01-07 12:13:28 INFO  Utils:63 - Get the product info by name as Dove Soap
2018-01-07 12:13:28 INFO  Utils:70 - Product : {"code":"c88a1b4f-a0fd-458f-a235-b331a4d086a2","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 12:13:28 INFO  Utils:72 - Get the product info by name as Axe Deo
2018-01-07 12:13:28 INFO  Utils:79 - Product : {"code":"7df5417f-c51a-42c7-9025-f1258682c858","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}}
2018-01-07 12:13:28 INFO  Utils:81 - Creating doveSoapProduct
2018-01-07 12:13:28 INFO  Utils:84 - Creating axeDeoProduct
2018-01-07 12:13:28 INFO  Utils:87 - Creating OrderService
2018-01-07 12:13:28 INFO  Utils:90 - Creating an order for user
2018-01-07 12:13:28 INFO  Utils:94 - Get order id as 40ee9d01-4b24-4d52-9868-17614d6126b6
2018-01-07 12:13:28 INFO  Utils:96 - Adding 2 dove soap products in the order
2018-01-07 12:13:28 INFO  Utils:100 - Adding 2 axe deo products in the order
2018-01-07 12:13:28 INFO  Utils:104 - [{"product":{"code":"c88a1b4f-a0fd-458f-a235-b331a4d086a2","name":"Dove Soap","price":39.99,"description":"Dove Soap is a beauty soap.","manufacturer":"Dove Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}},"quantity":2,"tax":0.0}, {"product":{"code":"7df5417f-c51a-42c7-9025-f1258682c858","name":"Axe Deo","price":99.99,"description":"Axe Deo is a body Deodrant.","manufacturer":"Axe Ltd.","category":"COSMATIC","creadtedOn":{"dayOfMonth":7,"dayOfWeek":"SUNDAY","dayOfYear":7,"month":"JANUARY","monthValue":1,"year":2018,"hour":12,"minute":13,"nano":205000000,"second":28,"chronology":{"id":"ISO","calendarType":"iso8601"}}},"quantity":2,"tax":0.0}]
